start,end,center,mds1,mds2
289341,293356,291348,-0.004691217135267362,0.006615390593810079
293359,297336,295347,-0.006126486481448355,0.004747901059399876
297340,301550,299445,0.0012745113641819867,-0.0019095943597029386
301555,305551,303553,0.0025691502450580555,0.004715104945421575
305553,309326,307439,-0.005842127790549784,-0.0008061989876438128
309327,313329,311328,-0.011166621393286969,0.0023483349298268705
313334,317872,315603,-0.010110753472383627,0.003021129269559089
317873,322468,320170,-0.004913244699919711,0.005109217202700534
322469,327701,325085,-0.006997777065902598,0.006702137174695156
327706,331952,329829,0.002697692715140231,-0.0013749028970684474
331962,336253,334107,-0.007796226789921316,0.002427927156606237
336255,339972,338113,-0.002857982214952024,0.002822726358764754
339975,344016,341995,0.007182917984095325,0.002296348921673787
344025,347971,345998,-0.0020158148396389984,0.004576863471401385
347973,351707,349840,0.005007915843473512,0.00761717000209763
351711,355716,353713,-0.004323390271512491,0.007200314207393875
355717,359858,357787,-0.0006157018340987775,0.0009657124275934819
359859,370424,365141,-0.006146840088476985,0.0033234984630473477
370427,374577,372502,-0.007338522626834959,0.0023085479328917705
374580,378426,376503,-0.007510051601912541,0.006967781768475549
378429,382328,380378,-0.009329642143088731,-0.0010418563550769302
382333,386139,384236,-0.0055739506151914085,0.00446193313250825
386141,390025,388083,-0.009191284387503048,0.005015124387729468
390032,394095,392063,-0.008728511951218439,0.003930719859058876
394097,397908,396002,-0.007715023695961592,0.0037526213702240197
397917,401864,399890,-0.0013708017411427462,0.0032304035515960607
401868,405848,403858,-0.0019020051349467374,-0.0027105411449644015
405857,409759,407808,-0.004044710323779372,0.001201714875512581
409767,413820,411793,-0.004713009241005502,0.0013412418824958966
413821,418945,416383,-0.009311932568518744,0.0025258476795807705
418948,424106,421527,-0.008199599721817672,0.006332712970571879
424108,429071,426589,-0.009619804859496773,0.002442470324114223
429075,432840,430957,-0.009724634868940034,0.004417224731293904
432841,436764,434802,-0.004951716556391007,0.0037342868015538913
436769,440462,438615,-0.007353679599423198,-0.0011733764378224804
440464,444218,442341,-0.009543328052463369,-0.00027638977767255573
444226,448730,446478,-0.008522276015291092,-0.004395764763170736
448732,452788,450760,-0.006137407238115775,0.0024264451692440118
452795,456692,454743,-0.005130171311157458,-0.00672963650178471
456693,460530,458611,-0.0014494694981114394,0.006273148766120295
460535,465264,462899,-0.0027193799379003117,-0.0050557551877824436
465265,469692,467478,-0.007841605520718694,0.004451490515936749
469696,474303,471999,5.2118292300611766e-05,-0.0007899573147230546
474312,478340,476326,0.0011315562322937942,0.0012860247027239116
478341,482146,480243,-0.005838870849972105,-0.0009554484575038672
482147,486808,484477,-0.007883773161843396,0.004908589012288786
486812,490792,488802,-0.0071715305975932255,-0.00018831608725179428
490798,494542,492670,-0.006069020090391424,-0.00020780849909778827
494545,498252,496398,0.0009412567757524097,-0.01679876064032046
498253,502172,500212,-0.006861230162352726,0.0071432122690990784
502177,506168,504172,-0.008028365415198193,0.0019568864122457316
506169,510109,508139,0.008782746319920116,-0.007498297558888358
510113,513722,511917,-0.0006509328657238313,0.0029468523238425064
513728,517644,515686,-0.007163576402106804,-0.0032189163957275445
517661,521757,519709,-0.004974713136604124,-0.0019423127568806283
521759,525835,523797,-0.009713421800894644,0.0005217378273649073
525836,529524,527680,0.007533425599492332,-0.003130663792183694
529527,533270,531398,0.00399266337497482,0.0034160514233369413
533272,536704,534988,-0.0057959228155806085,-0.0027412238487596534
536706,540459,538582,-0.004783353800857916,0.006601754759425848
540467,543979,542223,-0.011273465648591276,0.0019920383374858455
543981,547386,545683,-0.009034455591522453,-0.0011241179651427142
547390,550444,548917,-0.006676473517180702,0.0027655562479343677
550450,553643,552046,0.00033356826790482947,0.009963879451127089
553645,556556,555100,-0.006114719020722207,0.007085079918181619
556558,559914,558236,-0.004707065229014469,-0.008145024324185237
559927,563096,561511,-0.006348010973301209,-0.00542897402208158
563098,566201,564649,-0.005782406088577832,0.006962073355444059
566204,569504,567854,-0.0024536950185603417,0.00543146017706007
569509,572833,571171,0.016462270681019395,0.008264055059783722
572834,575863,574348,-0.00787336188243898,0.0024382828735572243
575867,578982,577424,-0.009721577918503529,-8.175850340693651e-05
578983,582330,580656,0.004192021675354812,0.005282762028918103
582332,585631,583981,-0.007857429191570725,0.0021152768551781624
585639,588908,587273,0.004115644226116457,0.008905791354942625
588914,591957,590435,0.0011065735324568508,0.00508330213835669
591962,595172,593567,-0.009323605061995355,0.0034670700462304687
595177,598366,596771,-0.004575856540970266,0.000921479657304926
598369,601381,599875,0.006566882748914591,-0.00855000385049296
601384,604421,602902,-0.001152377453130246,-0.002340188268013717
604423,607503,605963,-0.004247735383075023,-0.0028222545886951054
607509,612473,609991,0.01821281271339146,-0.010744251563179019
612477,616209,614343,-0.004425123186168066,-0.012798469121611662
616216,620112,618164,-0.0021577389962812547,0.010875959025290208
620116,623449,621782,-0.0019578614671702647,0.0076813623608840255
623451,626347,624899,-0.008321241623768174,-0.0009128011155503859
626352,629432,627892,-0.008016641867630257,0.0014769361235011465
629435,632601,631018,-0.006211651156432654,0.0002583748068956631
632604,635743,634173,0.007857038755729937,0.011590867976947451
635745,638879,637312,-0.008680120006791577,-0.00037089925351842316
638881,642006,640443,-0.01115208964768598,0.004064817132875001
642012,646272,644142,-0.007479113446097226,0.0004411217903769841
646277,649485,647881,-0.01022072138553958,-0.0012492237345476138
649487,652675,651081,-0.004668412340303389,0.006780556804771185
652677,655909,654293,-0.005760201185172627,0.0012260585630141368
655918,659228,657573,-0.009153924263434102,0.005989561598651143
659230,664129,661679,-0.002997618618921777,0.0033123642012354592
664130,667288,665709,-0.004882570563734427,-0.0014506147779283466
667289,670610,668949,-0.009415902073475098,0.0009755854885947063
670612,673707,672159,-0.000304176283624124,0.007321918433967762
673714,676730,675222,-0.005532862581285259,0.0019321030758827284
676734,679751,678242,-0.007186285078586607,0.002322510772531178
679762,682989,681375,-0.012925843220117436,0.005906641953083054
682991,685947,684469,-0.008729304334687412,0.002859675224093257
685951,688997,687474,0.010788901313975164,0.015146587858646712
689001,692301,690651,-0.0029522995779586937,0.0007491484509916506
692302,695480,693891,-0.007419708856370052,0.002130829830309342
695483,698640,697061,0.000991960923053267,0.0022113171749525776
698642,701813,700227,-0.005583131401981714,0.0037358104479712825
701815,704874,703344,-0.007281582695176216,0.002522493181265721
704877,707820,706348,-0.008591001123440073,-0.0005897139657470744
707822,710852,709337,0.008160231994777098,0.002847330996774693
710853,713852,712352,-0.005469696220135524,-0.0001499381026512923
713854,716919,715386,-0.005828689189480014,0.006456704344537518
716920,720028,718474,-0.003430858738964355,0.0018011221333620432
720031,723050,721540,-0.00659197206660616,0.0006879194357007685
723056,726051,724553,-0.005689123078802964,0.006146969034457642
726057,729393,727725,-0.0070040042031552785,0.0017109045749160354
729395,732517,730956,-0.005145384044627807,-0.007322448270336112
732518,735735,734126,0.002575946628545087,-0.011217701718652833
735741,738837,737289,-0.009494864254505497,0.0020994543287085124
738852,742309,740580,-0.0013810537538938806,0.0024025139088318143
742315,745269,743792,-0.0028334195985492703,0.007186943048738579
745271,748980,747125,-0.0020369382943225055,0.011623902266535906
748993,752490,750741,-0.0043632446670673125,0.003206612572762186
752494,755878,754186,-0.006886522960233754,0.0026750700615792147
755880,759133,757506,-0.008676745434034556,0.0009601142207244957
759135,762417,760776,-0.006144963010333943,0.004023847353956568
762425,765707,764066,-0.003904374547315921,0.0034353249914402953
765712,768890,767301,-0.005844898759979827,0.003715685873470926
768894,771986,770440,-0.007039953487670876,-0.0036018233085195047
771990,774926,773458,-0.0016444321591617356,0.0013071426726840437
774927,778015,776471,-0.007606967787271705,0.0055463699988144806
778016,780965,779490,-0.01251843700747841,0.0005067369088616172
780972,784246,782609,-0.007504610742601302,0.0008747377604598816
784247,787733,785990,-0.0010048127092213907,0.009238446038620918
787735,790847,789291,-0.005192679991092291,0.0005483781614793448
790851,794340,792595,-0.010040560204480074,0.00147840791906157
794345,797419,795882,-0.006237934910072767,0.004990348614331993
797421,800496,798958,-0.01112648282246359,0.0032557241788191585
800497,803779,802138,-0.004553449633840641,-0.001123824907667904
803780,806882,805331,-0.0002557511609777691,0.008061182045155926
806897,809892,808394,-0.009639759580562016,0.00036623642312277936
809893,812854,811373,0.006075325562570102,0.0035990256102430614
812859,815958,814408,-0.0021561962711172224,0.006657721288068492
815959,818972,817465,-0.007686591007802484,0.0027561407407505904
818973,822205,820589,-0.008584805790779877,-0.0014835758863679222
822213,825203,823708,-0.0041776672322019785,0.007039706269315095
825204,828232,826718,-0.0032779232438684284,0.006829329098325593
828237,831398,829817,-1.87958425791107e-05,0.005693831335917089
831399,834620,833009,-0.008271321299863226,-0.0016764984102243955
834621,838175,836398,0.004794666323738448,0.011752096194090332
838184,841485,839834,0.0031815727310363123,0.009832686542237791
841490,845125,843307,-0.009702969487199216,0.005530740023198696
845126,848080,846603,-0.007153149087854053,0.0022543806066804683
848083,851240,849661,-0.003054511957185108,-0.003306786227119092
851241,854209,852725,-0.00907284389473592,0.003378402045460999
854217,857381,855799,-0.007018114044628468,0.0023375787782528115
857387,860445,858916,-0.00788879611161674,0.0015886695154262664
860446,863474,861960,-0.00045316505851014535,-0.0077658487388583995
863476,866691,865083,-0.0005805713360822693,0.0034903321190131
866692,869914,868303,-0.00925140403825672,0.003071653336657869
869919,873256,871587,-0.0029796728851137124,0.0012817873897732013
873259,876385,874822,-0.003934818245236023,-0.0066460463675968575
876389,879524,877956,-0.0037578346215821233,0.0014672953694890257
879526,883720,881623,-0.0013562481773137138,0.01123068167597909
883722,886756,885239,-0.00553240361071431,-0.0021171415451917185
886757,889884,888320,-0.002511077205258219,-0.007650397045103591
889887,892922,891404,-0.005064167996697862,-0.0008379261369674549
892923,896049,894486,-0.0029336552413934953,0.007319903512744292
896058,898963,897510,-0.010161616986038822,0.0035103101864941873
898967,907975,903471,-0.007035700862798382,-0.0030804255970136953
907977,910988,909482,-0.004679928216066752,-0.0006595277320614758
910994,914109,912551,-0.008587813432972624,0.005039542876975029
914114,917277,915695,0.0032480229422513014,0.010080894589132814
917283,920210,918746,-0.0012674233195143088,0.0032372692344974393
920211,923593,921902,-0.006366842810799608,0.0005100612311947477
923596,926707,925151,-0.004086699077746275,-0.009122344864559786
926714,929963,928338,-0.00450615919863762,0.0025330435742594234
929964,933090,931527,-0.007841521005498151,0.0018548199222128494
933091,936151,934621,-0.005892373098469467,0.003231742190875036
936154,939237,937695,-0.0036645924862566005,0.0071113198862582504
939242,942605,940923,-0.01009161551102468,-0.0002914525592633624
942607,945644,944125,-0.009942885144433157,0.00018164685263326132
945646,948806,947226,-0.0044339517803194005,-0.00445506714857454
948809,951934,950371,-0.004954469248269794,0.004032696260235589
951940,955048,953494,-0.010838509762875693,0.003160081600315968
955049,958427,956738,-0.0022223750307778403,0.001780658858690375
958434,966338,962386,-0.002644465477126587,-0.0036219895272655268
966339,969459,967899,-0.010936513185258104,0.003150138739316023
969461,972617,971039,-0.008854680818213433,0.003640001157739197
972618,976288,974453,-0.00875948290651451,0.006081170146661848
976291,979191,977741,-0.008438502840299945,-0.00013004909853400854
979195,982167,980681,0.002633580949347353,-0.010245532006995201
982168,985116,983642,-0.006665363541228728,0.004305861671796373
985120,988070,986595,-0.004363595335093679,-0.00198328222773061
988073,990981,989527,-0.001356485205162301,0.0032314024699507653
990988,994062,992525,-0.006981529297250831,0.0006454151033082487
994063,997293,995678,-0.0032801177305979328,-0.007046506888476855
997297,1000183,998740,0.0017743754698001993,-0.0025158045655339035
1000184,1003199,1001691,-0.005474529620788172,-0.004256198575041663
1003201,1006277,1004739,-0.006091535894753651,0.0013367409013371853
1006279,1009371,1007825,-0.007513452596412698,0.0014953461283492323
1009379,1012311,1010845,-0.007047319835367629,-0.002782115301272279
1012317,1015428,1013872,-0.008214055938682867,-0.0024055157561190875
1015431,1018536,1016983,-0.0014570914302192244,0.0007154775747798463
1018537,1021503,1020020,-0.003288710866555565,-0.004794583970056608
1021504,1024553,1023028,-0.007231458146383192,-0.0009640470093296007
1024557,1027621,1026089,-0.0059298124541808045,0.0016138864022003435
1027624,1030830,1029227,-0.0022364074423081586,-0.004181328875733168
1030835,1033722,1032278,-0.007239626754145365,0.0016104519804976093
1033726,1036612,1035169,0.004440493346215007,0.016056124200683145
1036619,1039739,1038179,0.003085076945508455,0.0011152393391232437
1039746,1042887,1041316,-0.0036889373178125204,-0.001516933944069142
1042888,1045976,1044432,-0.0022321127887869174,0.008590886287041938
1045984,1048935,1047459,-0.00850912788425478,0.0051085841002100445
1048937,1051999,1050468,-0.002817554458480581,0.00527755850666333
1052000,1055080,1053540,-0.0057051036998538186,-0.0013653381934326896
1055082,1058158,1056620,-0.011543493308055514,-0.0001608109741145574
1058159,1061503,1059831,-0.005530148523929928,0.007233520418710318
1061506,1064679,1063092,-0.0027396428043474914,-0.01123729418770524
1064686,1067731,1066208,-0.013029422212429276,0.0028285515165505067
1067733,1070529,1069131,-0.006775203805492406,0.00575179425719591
1070531,1074365,1072448,-0.007948923929223963,0.0020707295536029195
1074367,1077323,1075845,0.008415114177564947,-0.012681556420876944
1077328,1080328,1078828,-0.0015149515814974202,-0.001284028983973127
1080330,1083828,1082079,-0.00411027428817543,-0.0007637105984657807
1083832,1087173,1085502,-0.004462215449125341,-0.009281385012473931
1087174,1090413,1088793,-0.004965261539223784,-0.0032676023362693753
1090414,1093432,1091923,-0.0023485366091841008,0.007226676918745208
1093433,1097159,1095296,-0.0044734588982175685,0.0018317089986559871
1097161,1101166,1099163,-0.002014682897491779,0.00010871705662172799
1101170,1104223,1102696,-0.004947441443438546,0.0035673201163370963
1104239,1107403,1105821,-0.0044264355837142265,-0.007751842484084233
1107404,1110631,1109017,-0.008110247959832485,-0.0009745933748218548
1110640,1113718,1112179,-0.002479987967413658,-0.00539094953701254
1113719,1116991,1115355,-0.0010779675790575087,-0.003555444777967226
1116992,1120208,1118600,-0.0037837024039070626,0.006473482137353191
1120211,1123662,1121936,-0.011245535713281019,0.002565515015798582
1123667,1127080,1125373,0.004270338187390932,0.000426352261625996
1127083,1130710,1128896,-0.0047547857123411315,0.0031739363635467643
1130711,1133950,1132330,0.0014301645541170724,0.004980665279717647
1133957,1137103,1135530,-0.009020396791422145,0.0032290146958637305
1137107,1140424,1138765,0.0066484154411482034,-0.003281225451395318
1140425,1144019,1142222,-0.005018860064641667,-0.0038204545630973045
1144021,1147355,1145688,-0.0036410428134612425,0.0060384598649722
1147357,1150788,1149072,-0.010420048114434897,0.00390081113567342
1150789,1154511,1152650,-0.0033156079419854514,0.004248839898574871
1154514,1157717,1156115,-0.001366463024149845,0.0003261606621625062
1157721,1161037,1159379,-0.0049062141503893085,0.002602029848685039
1161041,1164138,1162589,-0.008521778862311643,-0.0008895414547816287
1164141,1167449,1165795,-0.0006810573452744593,0.005891091171435949
1167450,1170902,1169176,-0.002716279347551786,-0.0011339629251209214
1170903,1173979,1172441,-0.01206392380610695,-0.00155449308624579
1173980,1177253,1175616,-0.005772949923534631,5.394025878038853e-05
1177254,1180477,1178865,-0.006773740792838096,-3.709189609389186e-05
1180480,1183836,1182158,-0.005267405712990608,-0.0073564867950230576
1183837,1187213,1185525,-0.005690516045018116,0.0038839210654783656
1187222,1191254,1189238,-0.012086071851987347,0.0029960438410989525
1191261,1194539,1192900,-0.009490280207794792,-0.005537232957789006
1194540,1198312,1196426,-0.004084832862234629,-0.007100309691001309
1198313,1201841,1200077,-0.006127196875371719,0.0014730470469326432
1201843,1205007,1203425,-0.003969674273504459,0.0037506064806060806
1205010,1208153,1206581,-0.0089000968241568,0.0035415910878857587
1208157,1211137,1209647,-0.0018716202151423244,0.0018336728661828483
1211139,1214381,1212760,-0.002279723399576278,0.0049957980878368585
1214382,1217826,1216104,-0.0019347246285317278,-0.0024900512745812263
1217828,1220808,1219318,-0.004277711846930724,-0.004281787522707546
1220813,1224003,1222408,-0.0046411563092502855,0.007211308699057446
1224004,1227059,1225531,-0.0013639065675807589,-0.014441843670736617
1227062,1230583,1228822,-0.0028740926136207805,-1.2570348634581558e-05
1230584,1233894,1232239,-0.005049662260572846,0.00011176976323500586
1233899,1237287,1235593,-0.008649056726470199,0.004795232728178871
1237290,1240658,1238974,-0.0037600516045614824,-0.007148846883102783
1240659,1243985,1242322,-1.02258854900351e-05,0.0009231384611941462
1243989,1247341,1245665,-0.011967904265290557,0.0029614386051784085
1247342,1250762,1249052,-0.007315104493772934,0.0023867165803726225
1250764,1254315,1252539,-0.006289496677020376,0.005458440501995807
1254316,1257972,1256144,-0.0056457858461723305,-0.0019665443858046163
1257977,1261317,1259647,-0.005125675481048075,0.006667190059424384
1261319,1264964,1263141,0.0007256923950116771,-0.00637549657373156
1264971,1268059,1266515,-0.0061407056455283675,0.005388106165371675
1268061,1271105,1269583,-0.008663858279549295,0.002354250655920839
1271107,1274186,1272646,-0.010598779981185616,-0.0004010145866301005
1274188,1277980,1276084,-0.005929466597402622,-0.006018848266473476
1277981,1281497,1279739,-0.006583752980846336,-0.0012058318333106014
1281500,1291056,1286278,-0.004248404001527723,-0.009406133718816842
1291059,1294171,1292615,0.00976007362448853,-0.0094690054841979
1294173,1297395,1295784,-0.008964878982387042,-0.002962264388990484
1297396,1300446,1298921,0.00027436904493128596,-0.004991265375504598
1300448,1303966,1302207,-0.003703605599324483,-0.007273630832634139
1303973,1307821,1305897,-0.006807858267702199,0.007519587515679184
1307824,1311168,1309496,-0.006312472790911307,-0.005437075259944472
1311171,1314297,1312734,-0.002409579815679035,0.0035862776759964248
1314303,1317977,1316140,0.0034264756986714584,0.007385075107402909
1317983,1322503,1320243,0.0024969044246666576,-0.0017671202834932886
1322504,1326122,1324313,-0.00631529619824895,-0.005019846876877647
1326127,1329736,1327931,-0.0023903158251714473,0.0013555476519013627
1329738,1333026,1331382,0.01321789632778708,0.00038827189609201096
1333028,1335939,1334483,-0.012128638573899588,0.00421613029507415
1335943,1338985,1337464,-0.007872992406672523,0.0004143395008259033
1338986,1342531,1340758,-0.00300091214513498,-0.008395281197569323
1342533,1345517,1344025,-0.003781451436353715,0.0035795045094543444
1345519,1348558,1347038,-0.008994277232024893,0.0040577006848245235
1348559,1351604,1350081,0.0028261118627330257,0.0054351316041121684
1351607,1354718,1353162,-0.003069471142362291,-0.006850426635926524
1354720,1357774,1356247,0.005063781680266135,0.007533103188429746
1357779,1361588,1359683,0.0005069666789612419,-0.0059529749617038006
1361591,1364790,1363190,0.0038807363503006904,0.014361860886173057
1364794,1368300,1366547,0.0018686431089784197,0.008373246035688673
1368301,1371315,1369808,-0.005427980619570436,0.007212141563873663
1371316,1374557,1372936,-0.010055537395723851,0.0018575765419030427
1374558,1377931,1376244,-0.009785584450646489,0.006115323329640989
1377933,1388505,1383219,-0.009767358146731632,0.0016477701327307689
1388509,1391998,1390253,-0.009558209839164514,0.004123135924508874
1392002,1395416,1393709,-0.006948938352116568,0.0036781459379037866
1395421,1398580,1397000,-0.008864695626977262,-0.00044825369355620164
1398585,1401719,1400152,-0.006044219261079216,-0.0027413074419137657
1401720,1404941,1403330,0.0022478311176824806,0.0003134349238416428
1404942,1408041,1406491,0.010830516169499186,-0.007068517732706486
1408045,1411142,1409593,-0.011393830707316201,0.006440750000111688
1411147,1414292,1412719,0.004686084469839886,0.0021830207421228757
1414298,1417323,1415810,-0.00011225758843014126,-0.006955188095728369
1417331,1420617,1418974,-0.0007509997425508742,0.006774941898517212
1420621,1423941,1422281,0.020251961364490544,0.004904642755352196
1423942,1427060,1425501,-0.007921591338911724,0.007167005703164215
1427069,1430336,1428702,0.01317619230280495,0.013777467733105135
1430337,1433742,1432039,-0.007019625315084752,0.00035026593885213936
1433745,1436875,1435310,0.0032806540205420156,0.007733216604110088
1436876,1440699,1438787,-0.003709069135708153,0.006386593882374919
1440711,1443754,1442232,-0.011996662988128763,0.0025131011737098015
1443760,1447001,1445380,-0.00877066891670589,0.0042292503372838575
1447006,1450148,1448577,-0.004969773890391538,0.006866324109006338
1450150,1453196,1451673,0.0025993966797488673,-0.009302334097688058
1453199,1462430,1457814,0.0028887322722656035,0.009573622356144248
1462434,1465672,1464053,-0.005885746801852487,0.005205810573612839
1465676,1468770,1467223,-0.0008121351783148696,0.005153475750554335
1468774,1472213,1470493,-0.00222058077210184,0.008629219358826186
1472214,1476221,1474217,-0.009886487169798976,0.0016050894417936202
1476225,1479992,1478108,-0.006162591366501036,0.0031673960105462694
1479994,1483560,1481777,-0.004319023610154844,0.005899237625831005
1483562,1487338,1485450,-0.006911428253818285,-0.0008918302439866624
1487341,1493795,1490568,-0.008561567737578454,0.002569859264305237
1493796,1498056,1495926,-0.011203722639794031,0.003432124661339035
1498057,1501541,1499799,-0.011862945737515486,0.006360450691497667
1501543,1504970,1503256,-0.006994796105756485,0.003338431785249112
1504974,1508314,1506644,-0.005182288252902093,0.0013123350663736268
1508315,1511591,1509953,0.003728502469288065,-0.002230392854787761
1511594,1514782,1513188,-0.004898887043575141,-0.009199110237637326
1514787,1518204,1516495,-0.006468614524174799,0.007293439145239115
1518206,1521747,1519976,0.0012869635923290453,0.011037797242591857
1521748,1524882,1523315,0.0010118483836641233,-0.005958274020489551
1524899,1527842,1526370,0.00037389955406525214,0.006057871224994097
1527843,1531171,1529507,-0.0053255521922143,0.005048311661199927
1531175,1534546,1532860,-0.0019396001105935355,0.0030108350906758253
1534556,1538073,1536314,-0.005230579710929479,0.0014877512761319349
1538076,1541218,1539647,-0.0004343166272655559,0.0011216334357673525
1541219,1544526,1542872,-0.00698533631656219,-0.0036929379078144767
1544532,1548016,1546274,-0.0001297152305794253,-0.003578126908779048
1548019,1551369,1549694,-0.005835638567706445,-0.005381679196530543
1551372,1555272,1553322,-0.0008111962504113548,0.0035967549452219846
1555273,1558446,1556859,0.011045511860300505,0.002595261198454915
1558447,1561687,1560067,0.006890066623055987,-0.0003754349077342167
1561689,1564754,1563221,0.010591588854682352,0.014613874101538358
1564760,1567940,1566350,-0.0001283542897590013,-0.0119012689603302
1567941,1571206,1569573,-0.004601296568018142,0.006999682544719143
1571208,1574731,1572969,-0.004738984703289772,-0.0005066441802442086
1574733,1578084,1576408,-0.003950410568510252,0.00036341865455598375
1578086,1581210,1579648,-0.003015762775104407,-0.001844565508002073
1581211,1584623,1582917,0.00015965994988346392,0.009543065100812452
1584624,1587844,1586234,-0.00043579013141585544,0.006505166309953754
1587847,1590948,1589397,0.009207560398716128,-0.001034408323304336
1590950,1594080,1592515,0.004831536764473719,-0.007632481634554864
1594091,1597355,1595723,0.0009755201955778487,-0.009212967734892288
1597361,1600613,1598987,-0.005255531441416352,0.001605489138724729
1600616,1603587,1602101,0.01002724886616662,0.009981677445378204
1603590,1606738,1605164,-0.00768082225816991,0.0028665289077319045
1606740,1610080,1608410,-0.01090982344000929,0.0056745949996054095
1610083,1613465,1611774,-0.005209143253302964,0.002035380338745244
1613467,1616813,1615140,-0.009206715903809653,0.001956965565602133
1616816,1620233,1618524,-0.006222193717023053,0.004172949307084504
1620239,1623585,1621912,-0.004301479211912109,0.009396557166465015
1623588,1626943,1625265,-0.0031831049733978874,0.004132787683076015
1626949,1630214,1628581,-0.0004804831059213729,-0.005080120019587924
1630215,1633177,1631696,-0.002784290701666037,0.00024598296004776476
1633180,1636291,1634735,-0.013040095503812146,0.0035819990149985686
1636292,1639417,1637854,-0.006730337585960649,0.002383350475551378
1639421,1642650,1641035,-0.007635685564241574,0.0028838527073679746
1642652,1645745,1644198,-0.005124539931277484,0.007906946504621577
1645748,1648957,1647352,-0.008430898254539554,-0.0016947583778985755
1648958,1652084,1650521,-0.002207636862254025,-0.019097823955720458
1652086,1655415,1653750,-0.0044934115476926864,0.002471628579213043
1655418,1658494,1656956,-0.003956454057199435,0.001827874091732716
1658495,1661702,1660098,-0.00535460231925324,-0.0021292095999820328
1661714,1664744,1663229,-0.006739799360500796,-0.00047968832676057257
1664751,1667942,1666346,-0.008589416820699662,0.000690349843790417
1667944,1671026,1669485,-0.010326214325280969,0.0006306798681516136
1671027,1674197,1672612,0.004000112714866288,0.010262562052838677
1674198,1677739,1675968,-0.008412563417192579,-0.004531458368259735
1677741,1681369,1679555,-0.005938732159471384,-0.0007300883790227881
1681371,1684701,1683036,0.007277073843257837,0.004234726894156884
1684705,1687896,1686300,-0.0005200266265172378,0.008875431079560887
